,postUrl,image_text,description,likeCount,commentCount,img_text_promos,img_landscape,img_campers_caravans,outdoor_acitivies,cap_rei_challenges,cap_outdoor_running,cap_hiking_gear,cap_rei_promos
56,https://www.instagram.com/p/CS72_CNJ8aO/,Plant Nature Liquid Wood Grass Gas Tints and shades Natural landscape Landscape Soil Sky Water Plant Cloud Mountain Highland Vegetation Grass Terrain Landscape Cloud Glasses Sky Mountain Plant People in nature Leaf Nature Natural environment Eyewear Cloud Hand Sky Liquid Drinkware Fluid Drink Bottle Gas Plastic bottle Automotive tire Wood Grass Luggage and bags Bag Tree Trunk Tints and shades Personal protective equipment Backpack Sky Mountain Cloud Plant Beer Vehicle Bottle Tree Alcoholic beverage Landscape Bottle Liquid Mountain Fluid Sky Plastic bottle Wood Drink Travel Drinkware,"For last week's #REIchallenge we asked you to share your reusable water bottles in the wild. Here are a few of our favorites!

Photos: @thelizchavez, @igoie, @zobiwankinobee, @thetravelingdorks, @xinaote, @bankssy18, @subreq.photos",5909,52,0.001213592,0.438106796,0.316747573,0.243932039,0.984536082,0.005154639,0.005154639,0.005154639
57,https://www.instagram.com/p/CS7FkKGl9kg/,White Jersey Sleeve Textile Dress shirt Collar Blazer Sportswear Electric blue T-shirt,"Your new favorite fleece looks a lot like your old favorite fleece. The official jacket of 1992 brings back the same @polartecfabric coziness, now updated with 80% recycled materials. Available in XS-3X. Link in bio.",6460,65,0.975806452,0.008064516,0.008064516,0.008064516,0.043307087,0.003937008,0.279527559,0.673228346
58,https://www.instagram.com/p/CS9vdBJl8iu/,Cloud Sky Plant Plant community Ecoregion People in nature Natural landscape Outdoor recreation Tree Luggage and bags Terrestrial plant Font People in nature Plant Happy Poster Event Cloud Pole Grass,"All it takes is one trip to a national park to spark a lifelong love of the outdoors. The Every Kid Outdoors program provides every U.S. 4th grader and their families free access to hundreds of parks, lands and waters for an entire year. Urge Congress to fully fund the Every Kid Outdoors program (link in bio). 

Check out our IG Story to learn more from Robbie (@kidsspeakforparks) and Tigran (@jrrangertigran), two youth ambassadors for the Outdoors Alliance for Kids. #CooperativeAction",6544,50,0.186131387,0.660583942,0.003649635,0.149635036,0.536259542,0.383587786,0.040076336,0.040076336
59,https://www.instagram.com/p/CSDRbyYIFfh/,Sky Plant Plant community Natural landscape Mountain Larch Highland Tree Vegetation Landscape,"In honor of National Mountain Climbing Day, what are some of your favorite peaks? ⛰️

Photo: @ananth_maniam",18204,164,0.008064516,0.975806452,0.008064516,0.008064516,0.755319149,0.223404255,0.010638298,0.010638298
60,https://www.instagram.com/p/CSHkPQBF6a1/,Plant Sky Ecoregion Watercraft Nature Leaf Natural landscape Boats and boating--Equipment and supplies Hammock Wood Tire Wheel Motor vehicle Vehicle Automotive design Automotive tire Automotive exterior Fender Travel Vehicle door Font Brand Electric blue Graphics Logo Circle,We’re teaming up with @hipcamp to make outdoor explorations easier for everyone. Hipcamp helps you book the perfect spot. We bring over 80 years of outdoor knowledge. All you have to do is focus on what matters most—whatever that might be. Visit the link in our bio to learn more and book now! ⛺️,8909,69,0.195054945,0.167582418,0.14010989,0.497252747,0.420454545,0.117424242,0.003787879,0.458333333
61,https://www.instagram.com/p/CSNrdWWMICm/,Tent Plant community Ecoregion Tarpaulin Camping Tree Shade Wood Outdoor recreation Biome,"This week’s #REIchallenge is to share your awesome car camping setups. We’ll share back a few favorites next week. 🏕️

Photo: @diningwithdiana",15112,248,0.008064516,0.491935484,0.008064516,0.491935484,0.840277778,0.076388889,0.076388889,0.006944444
62,https://www.instagram.com/p/CSS1EXxNUHw/,Sky Photograph Ecoregion Nature Natural environment Tree Natural landscape Biome Vegetation Plant,"It's all about perspective. 🌲

Photo: @lee.hive",12795,54,0.008064516,0.975806452,0.008064516,0.008064516,0.022727273,0.931818182,0.022727273,0.022727273
63,https://www.instagram.com/p/CSX5eQsFbAC/,Sky Plant Plant community Tent Ecoregion Mountain Asphalt Road surface Biome Shade Sky Plant Ecoregion Natural landscape People in nature Sunlight Triangle Agriculture Horizon Grass Tire Wheel Car Mountain Vehicle Land vehicle Sky Automotive tire Plant Motor vehicle Plant Sky Tent Natural landscape Tarpaulin Tree Land lot Grass Shade Larch,"For last week’s #REIchallenge we asked you to share some of your awesome car camping setups. Here are a few of our favorites! Shop REI Co-op gear for your car camping summer adventures at the link in our bio. 🏕

Photos: @chambers_of_secrets94, @sleepingute_, @caleykurchinski, @britynic",17248,88,0.062753036,0.589068826,0.082995951,0.265182186,0.685606061,0.003787879,0.003787879,0.306818182
64,https://www.instagram.com/p/CSZ8Fl4hthr/,Cloud Sky Mountain Plant Plant community People in nature Natural landscape Hiking equipment Grass Slope Font Brand Electric blue Logo Book Rectangle Advertising Graphics Signage Circle Font Book Rectangle Signage Poster Advertising Brand Logo Sign Event Font Book Publication Circle Brand Logo Advertising Event Graphics Graphic design Font Rectangle Circle Brand Logo Event Advertising Signage Electric blue Graphics Font Logo Brand Advertising Illustration Event Graphics Rectangle Circle Electric blue Font Terrestrial plant Brand Circle Signage Event Logo Advertising Graphics Book Font Logo Brand Terrestrial plant Event Graphics Advertising Rectangle Circle Electric blue Font Rectangle Circle Parallel Terrestrial plant Brand Logo Graphics Electric blue Signage,"As the popularity of the outdoors continues to grow, so does our responsibility to care for our natural spaces. There are actions we can each take to do our part.

That’s why @recreate.responsibly has updated the #RecreateResponsibly guidelines—we want to enjoy our favorite hangouts for decades to come. Learn more at the link in our bio. 

Photo: @theearnestvoyager",12653,64,0.939071567,0.049323017,0.000967118,0.010638298,0.660583942,0.003649635,0.040145985,0.295620438
65,https://www.instagram.com/p/CSajcydt4y-/,Food Ingredient Recipe Bun Fast food Staple food Tableware Dish Cuisine Baked goods,"It's #NationalSmoresDay, and we want to hear your go-to s'mores recipe ⬇️

Visit the link in our bio for three of our favorite s'mores hacks.

Photo: @diningwithdiana",19552,433,0.97761194,0.007462687,0.007462687,0.007462687,0.201298701,0.201298701,0.590909091,0.006493506
66,https://www.instagram.com/p/CSdITaRjN9M/,Tire Wheel Vehicle Motor vehicle Window Travel trailer Automotive exterior Plant Automotive wheel system Tree,Have you ever spent a weekend at a goat farm? Or in a vintage travel trailer in the middle of a rainforest? Well now you can! Book your stay with @hipcamp and tell the goats we said hi. Learn more and book at the link in our bio.,6678,57,0.006493506,0.006493506,0.071428571,0.915584416,0.004464286,0.004464286,0.40625,0.584821429
67,https://www.instagram.com/p/CShWBiLlo1R/,Sky Mountain Plant Highland Travel Landscape Mountain range Recreation Leisure People in nature Shoe Shoulder Active pants Vision care Sleeve Knee Thigh Eyewear Waist Sportswear,"“When you know how to use your body to defend yourself, it changes everything about the way you walk through the world.” - Nicole Snell (@adventuresofnik)

Snell, owner of @girlsfightback and creator of the YouTube series #OutdoorDefense, wants to give women tools to help them feel safe and confident outside, whether they’re solo adventuring or just wanting to walk their dog at night. Listen to the latest episode of the Wild Ideas Worth Living podcast to hear Snell’s story and catch a few of her self defense tips. Link in bio.

Photos: Erik Umphery",5781,30,0.659836066,0.331967213,0.004098361,0.004098361,0.272563177,0.507220217,0.218411552,0.001805054
68,https://www.instagram.com/p/CSnbZx-jHQk/,Tent Orange Comfort Camping Hiking equipment Tints and shades Recreation Bag Leisure Tarpaulin,"TFW you actually get a good tent sleep. 🌅

Photo: @alittlerainey",9601,63,0.008064516,0.008064516,0.008064516,0.975806452,0.011904762,0.011904762,0.964285714,0.011904762
69,https://www.instagram.com/p/CSvDFADlAk6/,Water Plant Brown bear Kodiak bear Grizzly bear American black bear Mammal Organism Carnivore Adaptation,Camping or hiking in bear country? Be prepared! Check out our IG Story for wildlife safety tips or learn more at the link in our bio. 🐻,9961,63,0.201298701,0.006493506,0.785714286,0.006493506,0.006944444,0.354166667,0.631944444,0.006944444
70,https://www.instagram.com/p/CSzxIAglbKM/,Water Sky Liquid Bottle Mountain Fluid Body of water Lake Cloud Drink,"We want to see your (reusable) water bottles in the wild! Tag your photos with #REIchallenge, and we’ll share our favorites next week.

For more canteen content, check out our staff's favorite bottles at the link in our bio.

Photo: @l.auren.t",6020,46,0.096491228,0.00877193,0.885964912,0.00877193,0.946721311,0.004098361,0.045081967,0.004098361
71,https://www.instagram.com/p/CT7W-UPl0qB/,Textile Sleeve Grey T-shirt Comfort Font Linens Pattern Wood Design,Celebrate the power in you. @athleta active wear is designed to empower all women and to do better by our planet. We’re proud to offer @athleta from XS-3X in selected styles. Grab it before it’s gone because we’re telling everyone. (Link in bio.),2737,45,0.971153846,0.009615385,0.009615385,0.009615385,0.047008547,0.08974359,0.004273504,0.858974359
72,https://www.instagram.com/p/CT7wt1pvvba/,Cloud Sky Mountain Water Natural landscape Bedrock Plant Waterfall Watercourse Terrain Glasses Head Plant Sky Mountain Sunglasses Ecoregion Vision care Nature People in nature Smile Plant Flash photography People in nature Happy Travel Fence Grass Fun Landscape Plant Hat Ecoregion Mountain People in nature Natural environment Sun hat Tree Happy Highland,"""Hello, Nature"" Podcast Episode 1: Yosemite

@meuceph hits the road to see America and to tell a new story of our National Parks. When Misha arrives at her first park, @yosemitenps, she learns about its Chinese and Black history from two park rangers. Visit the link in our bio to listen or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa",13994,78,0.291322314,0.704545455,0.002066116,0.002066116,0.893564356,0.101485149,0.002475248,0.002475248
73,https://www.instagram.com/p/CTC-VphBD0b/,Dog Plant Sky Dog breed Mountain Carnivore Collar Tree Working animal Dog supply Glasses Dog Cloud Vision care Light Sky Carnivore Dog breed Jaw Sunglasses Dog Green Carnivore Sunglasses Grass Dog breed Leisure Tent Shade Fawn Tent Ecoregion Sky Plant Nature Tarpaulin Natural environment Grass Biome Camping,"Give your adventure buddy an extra treat today, because it’s #NationalDogDay. 🦴

Photos: @simply.angella, @labrakora, @southshore_siggy, @big.head.bubby",27075,254,0.128691983,0.424050633,0.445147679,0.002109705,0.006493506,0.655844156,0.331168831,0.006493506
74,https://www.instagram.com/p/CTFXPoItSuW/,People in nature Happy Gesture Font Sky Morning Adaptation Grass Grassland Landscape,Get in on the goodness. Visit our link in bio to shop our Labor Day Sale & Clearance for up to 30% off some shiny new gear. Discount based on original prices. Quantities limited.,2847,68,0.447368421,0.535087719,0.00877193,0.00877193,0.053921569,0.004901961,0.004901961,0.93627451
75,https://www.instagram.com/p/CTLXtVrDR29/,Luggage and bags Textile Bag Sleeve Everyday carry Font Electric blue Baggage Fashion accessory Plastic,"Do you have a good throwback story about your favorite piece of gear? We’d love to hear it! Share your stories in the comments below 👇

Photo: @erik_guevara27",13000,262,0.423611111,0.006944444,0.006944444,0.5625,0.156716418,0.529850746,0.305970149,0.007462687
76,https://www.instagram.com/p/CTSqoGnsXKV/,Plant Wood Fruit Natural foods Ingredient Produce Flowering plant Christmas ornament Flower Arranging Circle,"These days, our favorite outdoor snacks are the avocado-tomato-sea-salt kind. Read Uncommon Path for an avocado bowl from #REIpartner @chefmariahines that's easy to prepare when you're on the move outside (link in bio).",4706,34,0.493055556,0.493055556,0.006944444,0.006944444,0.004464286,0.138392857,0.361607143,0.495535714
77,https://www.instagram.com/p/CTX0OCPj6z5/,Water Shorts Mountain Plant Sky Green People in nature Lake Travel Boats and boating--Equipment and supplies,"Calling all hikers & backpackers! Share your fave gear and advice for those who are just starting out at REI Conversations. (Link in bio.)

Photo: @laurathexplorer",17556,258,0.006944444,0.631944444,0.354166667,0.006944444,0.5625,0.076388889,0.145833333,0.215277778
78,https://www.instagram.com/p/CTdZSwTrhot/,Water Plant Mountain Ecoregion Tent Natural environment Tree Sky Natural landscape Grass,"*Out of office*

Photo: @bpfarrell16",22681,190,0.008064516,0.975806452,0.008064516,0.008064516,0.617647059,0.029411765,0.029411765,0.323529412
79,https://www.instagram.com/p/CTii2DUMy8G/,Water Boat Water resources Watercraft Nature Natural environment Tree Natural landscape Boats and boating--Equipment and supplies Lake,"Which is your favorite to paddle: river, lake or ocean? 🛶

Photo: #REIpartner @mikahmey",9258,249,0.006097561,0.432926829,0.554878049,0.006097561,0.011904762,0.011904762,0.964285714,0.011904762
80,https://www.instagram.com/p/CTvhqFdMh5Y/,Cloud Sky Plant Plant community Mountain Blue Natural landscape Bedrock Terrain Cumulus,"What's your favorite part of an outdoor adventure: The journey or the views at the end?

Photo: @jonnybenko",16150,234,0.088709677,0.89516129,0.008064516,0.008064516,0.010638298,0.010638298,0.968085106,0.010638298
81,https://www.instagram.com/p/CU-e9g4pXBl/,Plant Dog Vertebrate Tree Carnivore Mammal Wood Dog breed Grass Leisure Plant Vertebrate Nature Leaf Wood Branch People in nature Natural landscape Larch Tree Table Tire Plant Wheel Tableware Furniture Picnic table Tree Outdoor table Outdoor furniture,"Forest picnic (featuring REI x @westelm) + adventure pups = fall camping goals 🍂

Photos: #REIpartner @gabriellenelson_ by @mateo_verde",9485,31,0.002747253,0.332417582,0.195054945,0.46978022,0.201298701,0.006493506,0.006493506,0.785714286
82,https://www.instagram.com/p/CU0FaBfNTk_/,Footwear Sky Plant Tree Asphalt yoga pant Leisure Shorts Exercise Grass,Don't let cold weather slow you down. Our favorite gear for chilly runs will keep you moving all season. Link in bio.,2999,0,0.798245614,0.184210526,0.00877193,0.00877193,0.007462687,0.007462687,0.97761194,0.007462687
83,https://www.instagram.com/p/CUDD_EdFo0h/,Water Sky Plant Natural landscape Bedrock Cloud Coastal and oceanic landforms Terrain Formation Landscape Water Happy Plant Font Cloud Sky Poster Grass Fictional character Illustration,The America the Beautiful initiative aims to conserve at least 30% of the nation’s lands and waters by 2030. Speak out with #CooperativeAction and urge Congress to prioritize this initiative. Learn more and take action at the link in bio.,10870,101,0.168032787,0.823770492,0.004098361,0.004098361,0.852678571,0.004464286,0.004464286,0.138392857
84,https://www.instagram.com/p/CUIvSLkBxnx/,Cloud Flower Sky Plant Mountain Natural landscape Grass Meadow Grassland Flowering plant,"Leaves are changing, temperatures are dropping and the air is feeling crisp. What fall activities are you most looking forward to this season? 🍂

Photo: @abby_exploring",9208,106,0.008064516,0.975806452,0.008064516,0.008064516,0.006944444,0.006944444,0.979166667,0.006944444
85,https://www.instagram.com/p/CUNn7PXp9c9/,Sky Cloud Ecoregion Nature Mountain Bedrock Mountainous landforms Landscape Formation Travel Cloud Smile Sky Plant Flash photography People in nature Happy Travel Tree Landscape Sky Plant Natural landscape Bedrock Cloud Formation Landscape Outcrop Tree Plateau,"""Hello, Nature"" Podcast Episode 2: Arches

In @archesnps, @meuceph uncovers the healing power of the land. She heads out on a hike and talks about what it means to have lived through the last few years of pain and how nature has been a source of solace. Visit the link in our bio to listen or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa",8568,35,0.002906977,0.99127907,0.002906977,0.002906977,0.878531073,0.115819209,0.002824859,0.002824859
86,https://www.instagram.com/p/CUTk44xthPL/,Sky Atmosphere Black Natural environment Natural landscape Atmospheric phenomenon Tree Tent Woody plant World,"Nighttime views 🌌 Where is your favorite place to stargaze?

Photo: @torje.hanssen",16455,251,0.076388889,0.909722222,0.006944444,0.006944444,0.011904762,0.011904762,0.964285714,0.011904762
87,https://www.instagram.com/p/CUX-LoWPyVP/,Joint Water Leg Sky Neck Thigh Fence Knee Wood Sportswear Plant Sky Cloud Smile Tree Sleeve Asphalt Grass Thoroughfare Sportswear Glasses Smile Shoulder Vision care Neck Happy Flash photography Eyewear Wood Fence,"""Get out in nature
Plant your feet
Breathe in fresh air
Listen to the sounds...

Marvel in all the beauty in yourself and around you. Remain resilient in your movement and get outside!""

#REIpartner @deanietheyogini wearing @athleta, now available at REI. Photos: @ahmar.shah.photo",1671,35,0.867283951,0.12654321,0.00308642,0.00308642,0.295620438,0.003649635,0.295620438,0.405109489
88,https://www.instagram.com/p/CUaOmISliFt/,Wood Drinkware Cup Drink Wood stain Soil Ingredient Cup Font Serveware,"It's #NationalCoffeeDay, and we want to see your ☕ setup! Tag us with #REIchallenge, and we'll share a few of our favorites. 

Photo: @larnellm",4143,30,0.271929825,0.00877193,0.535087719,0.184210526,0.973684211,0.00877193,0.00877193,0.00877193
89,https://www.instagram.com/p/CUd3-XVLC7J/,Sky Plant Plant community Mountain People in nature Natural landscape Natural environment Larch Tree Grass,"These colors are slowly convincing us that fall might actually be the best season (don't tell summer) 🍂

Photo: @simply.angella",22758,102,0.006944444,0.979166667,0.006944444,0.006944444,0.006944444,0.076388889,0.909722222,0.006944444
90,https://www.instagram.com/p/CUf6tiJBKR6/,Mountain Temple Bedrock Sky Travel Luggage and bags Terrain Leisure Landscape Formation Cloud Sky Plant Landscape Cumulus Font Road Rock Signage Natural landscape Sky Plant Mountain Plant community Bedrock Vegetation Terrain Grass Tree Slope Sky Mountain Bedrock Terrain Outcrop Formation Geological phenomenon Recreation Landscape Klippe,"""Hello, Nature"" Podcast, Episode 3: Big Bend

In @bigbendnps, @meuceph experiences it all: scorpions, stargazing and solo hiking! Visit the link in our bio to listen or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa",8125,55,0.047297297,0.835585586,0.002252252,0.114864865,0.988636364,0.003787879,0.003787879,0.003787879
91,https://www.instagram.com/p/CUn1xbJlML_/,People in nature Leaf Natural environment Botany Gesture Trunk Grass Terrestrial plant Wood Adaptation,"Introducing the REI Cooperative Action Fund—a community-supported nonprofit that supports organizations promoting justice, equity and belonging in the outdoors. Together we can make a difference with every dollar donated. Learn more at the link in bio.",8311,86,0.082089552,0.902985075,0.007462687,0.007462687,0.741803279,0.168032787,0.004098361,0.086065574
92,https://www.instagram.com/p/CUxs6m4JH2u/,Cloud Sky Plant Water Mountain Natural landscape Tree Highland Fluvial landforms of streams Larch Water Smile Sky Plant Cloud Mountain People in nature Tree Happy Larch,"""Hello, Nature"" Podcast, Episode 4: Glacier

In @glaciernps, @meuceph learns to listen to nature through the birds, wind and streams. She also tours the east side of the park to learn more about its Native heritage. Visit the link in our bio to listen or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa",8420,0,0.004098361,0.987704918,0.004098361,0.004098361,0.99127907,0.002906977,0.002906977,0.002906977
93,https://www.instagram.com/p/CV1bAMkALFC/,Snow Photograph White Nature People in nature Branch Slope Standing Freezing Plant,Give the gift of a co-op membership with an REI gift card! A lifetime membership is just $20. Link in bio.,4911,14,0.00877193,0.622807018,0.00877193,0.359649123,0.007462687,0.007462687,0.007462687,0.97761194
94,https://www.instagram.com/p/CV3EVrfv3FZ/,Face Footwear Smile Shoe Sky Ecoregion People in nature Flash photography Happy Wood Font Terrestrial plant Wood Brand Happy Darkness Photo caption Bedrock Trunk Landscape Font Circle Darkness Brand Monochrome photography Electric blue,"Founders of color represent only an estimated 1% of entrepreneurs in the outdoor industry. It’s time to change things. Introducing REI Co-op’s Path Ahead Ventures, a radical new resource for Black, Indigenous, Latinx and AAPI founders. Tag a friend who might be interested. (Link in bio) #CooperativeAction",2812,88,0.774691358,0.219135802,0.00308642,0.00308642,0.092814371,0.182634731,0.002994012,0.721556886
95,https://www.instagram.com/p/CV6DyqRh4JF/,Water Sky Smile People in nature Mountain Travel Happy Terrain Leisure Mountainous landforms Cloud Sky Water Natural landscape Plant Cumulus Tree Fluvial landforms of streams Grass Grassland Water Sky Cloud Wood Coastal and oceanic landforms Terrain Bedrock Horizon Travel Beach Water Sky Water resources Cloud Afterglow Lake Natural landscape Bank Dusk Waterway,"""Hello, Nature"" Podcast, Episode 8: Acadia

In @acadianps, @meuceph begins to piece together a more holistic picture of America. She learns about the woman behind Acadia National Park's efforts to tie traditional conservation methods with Indigenous knowledge, and she hears from a falconer whose love of nature transformed his life. 

Visit the link in our bio to listen, or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa.",5585,42,0.002024291,0.993927126,0.002024291,0.002024291,0.907327586,0.045258621,0.002155172,0.045258621
96,https://www.instagram.com/p/CVA9cenFdEx/,Footwear Jeans Shoe Hairstyle Smile People in nature Plant Happy Gesture Outdoor recreation Wheel Gesture Cartoon Font Happy Tire Smile Plant Poster Sharing,"Help pass the Outdoors for All Act to secure funding for green spaces in underserved communities so that everyone can enjoy time outside. Right now, 100 million Americans live without a quality park within a 10-minute walk from home. Speak out with #CooperativeAction and urge Congress to support this important act. Learn more and take action at the link in bio.",2572,36,0.897321429,0.004464286,0.09375,0.004464286,0.637055838,0.180203046,0.180203046,0.002538071
97,https://www.instagram.com/p/CVD9jBmssXH/,Water Plant Fluvial landforms of streams Natural landscape Yellow Tree Branch Bank Wood Riparian zone,"Give us a peek at your leaf peepin’ pics! Tag us with #REIchallenge, and we'll share a few of our favorites next week. 🍂

Photo: @outhikingwithtiare",7430,33,0.006944444,0.979166667,0.006944444,0.006944444,0.915584416,0.006493506,0.006493506,0.071428571
98,https://www.instagram.com/p/CVDkB2rhLmk/,Plant Vertebrate Sky Nature Natural landscape Highland Mammal Tree Working animal Biome Water Smile Outerwear Azure Flash photography People in nature Happy Leisure Travel Black hair Telescope Natural environment Tripod Cameras & optics Camera accessory Photographer Sky People in nature Cap Camera lens,"""Hello, Nature"" Podcast, Episode 5: Yellowstone

In @yellowstonenps, @meuceph learns the history of gray wolves—namely, that the species' reintroduction to the park greatly benefited the area's ecosystem. Learning about the wolves leads Misha to consider what it could mean to restore the Native history of Yellowstone and the rest of the park system. 

Visit the link in our bio to listen, or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa.",6621,23,0.175742574,0.596534653,0.051980198,0.175742574,0.950431034,0.002155172,0.045258621,0.002155172
99,https://www.instagram.com/p/CVGHfJZlELp/,Tire Wheel Bicycles--Equipment and supplies Bicycle Sky Automotive tire Vehicle Bicycle tire Motor vehicle Cloud Dog Dog supply Dog breed Collar Carnivore Mammal Companion dog Pet supply Fawn Leash Dog Smile Tartan Collar Carnivore Dog breed Fawn Plaid Companion dog Happy,"Whether your doggo is big or smoll, he or she is sure to love our furry testers' favorite gear. Click the link in our bio to check out our top packs, harnesses, bowls, booties, blankies, leashies and more. 🐾",3570,21,0.026570048,0.002415459,0.968599034,0.002415459,0.098130841,0.051401869,0.845794393,0.004672897
100,https://www.instagram.com/p/CVJlKwFplhI/,Building Tree Leisure Urban design Sidewalk Travel Facade City Urban area Human settlement Boat Watercraft Boats and boating--Equipment and supplies Vehicle Sky Paddle Sports equipment Building Outdoor recreation Helmet Wheel Bicycle Tire Bicycle front and rear rack Bicycle tire Bicycle wheel Bicycle handlebar Bicycle fork Crankset Bicycle saddle Drinkware Fluid Drink Liquid Mason jar Glass bottle Alcoholic beverage Glass Bottle Solvent Water Boat Plant community Plant Vehicle Botany Boats and boating--Equipment and supplies Vegetation Body of water Biome,"New store opening: ☑️. You can now visit the first-of-its-kind small format neighborhood store in Cambridge, Massachusetts!

Photos: @heyjude31",27171,272,0.108870968,0.135752688,0.646505376,0.108870968,0.701388889,0.076388889,0.006944444,0.215277778
101,https://www.instagram.com/p/CVMD_lUv2nR/,Furniture Comfort Chair Bag Orange Luggage and bags Wood Font Clothes hanger Backpack Outerwear Shoe Automotive tire Bicycle tire Denim Human leg Electric blue Pattern Event Uniform Shoe Wood Electrical wiring Bag Hardwood Wood stain Luggage and bags Personal protective equipment Electrical supply Wire,Our holiday gift guide is here and it’s full of stuff for all of your old/new/awesome traditions. Shop early and don’t forget socks. 🧦 Link in bio.,8858,35,0.261792453,0.002358491,0.073113208,0.662735849,0.006493506,0.006493506,0.331168831,0.655844156
102,https://www.instagram.com/p/CVOpwTuJjYc/,Plant Water Natural landscape Sky Tree Trunk People in nature Twig Landscape Tints and shades Water Plant Sky Natural landscape Fluvial landforms of streams Natural environment Tree Branch Larch Vegetation Plant People in nature Leaf Natural environment Branch Natural landscape Tree Vegetation Sunlight Biome Plant Sky People in nature Natural landscape Wood Tree Trunk Biome Larch Woody plant,"For last week's #REIchallenge we asked you to share your leaf peepin' pics! Here are some of our favorites. 🍁

Photos: @massachuseats, @taylor_nietlisbach, @noparkleftbehind, @raquelbartelt",15294,49,0.001872659,0.994382022,0.001872659,0.001872659,0.979166667,0.006944444,0.006944444,0.006944444
103,https://www.instagram.com/p/CVVlTbPJdkR/,Footwear Smile Jeans Shoe Arm Leg People in nature Product Human body Sky Outdoor shoe Personal protective equipment Electric blue Wood Fashion accessory Athletic shoe Carmine Sand Fiber Landscape,Two of our favorite brands have come together to make something awesome. Introducing the limited-edition ReEmber (available for pre-order) and Teca Cálido Hooded Jacket from @teva x @cotopaxi. Shop the collection now! (Link in bio.),4950,48,0.778169014,0.003521127,0.003521127,0.214788732,0.041666667,0.003787879,0.231060606,0.723484848
104,https://www.instagram.com/p/CVWAPhaBuXm/,Plant Water Natural landscape Terrestrial plant Tree Fluvial landforms of streams Trunk Watercourse Riparian zone Bank Plant Plant community Ecoregion Natural landscape Tree Wood Terrestrial plant People in nature Deciduous Grass,"""Hello, Nature"" Podcast, Episode 6: Mammoth Cave

In @mammothcavenps, @meuceph explores the tightest passages of the world’s largest cave system and learns about the fight to remember the enslaved men who first explored them. Visit the link in our bio to listen, or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa.",7343,24,0.003401361,0.989795918,0.003401361,0.003401361,0.991525424,0.002824859,0.002824859,0.002824859
105,https://www.instagram.com/p/CV_uOJCt6fO/,Cloud Sky Water Mountain Natural landscape Tree Plant Natural environment Larch Lake,"Falling back isn't so bad with views like these 🍂

Photo: @sassyfabs",16269,77,0.008064516,0.975806452,0.008064516,0.008064516,0.013513514,0.013513514,0.959459459,0.013513514
106,https://www.instagram.com/p/CVbrDYEN1Ir/,Cloud Sky Ecoregion Natural landscape Natural environment Larch Branch Tree Sunlight Afterglow,"Visions of fall 🍂

Photo: @mccreery_ck",17447,49,0.008064516,0.975806452,0.008064516,0.008064516,0.022727273,0.022727273,0.25,0.704545455
107,https://www.instagram.com/p/CVeFn4pLcv_/,Car Vehicle Shorts Automotive tail & brake light Motor vehicle Automotive lighting Hood Automotive design Automotive tire Trunk,"We can’t wait to get outdoors this fall (looking at you, @subaru_usa). Tag your adventure buddy in the comments.",2161,64,0.005747126,0.005747126,0.005747126,0.982758621,0.201923077,0.009615385,0.778846154,0.009615385
108,https://www.instagram.com/p/CVgqcJSNLoX/,Dog Dog supply Collar Carnivore Pet supply Fawn Dog breed Wood Companion dog Flooring,"Pick out the perfect gift for the best pet in the whole world, and have a very merry holiday season. Link in bio.",5269,25,0.006944444,0.006944444,0.840277778,0.145833333,0.008064516,0.088709677,0.89516129,0.008064516
109,https://www.instagram.com/p/CVnnGX_vMQH/,Water Water resources Plant Fluvial landforms of streams Tree Natural landscape Waterfall Riparian zone Watercourse Landscape Sky Cloud Mountain Smile Arm Ecoregion People in nature Plant Flash photography Standing,"""Hello, Nature"" Podcast, Episode 7: Great Smoky Mountains

In @greatsmokynps, @meuceph takes her first solo hike and reflects on her conversations with individuals who are diversifying the Smokies and helping uncover the BIPOC roots of this land. Visit the link in our bio to listen, or check out ""Hello, Nature"" wherever you get your podcasts. Presented by @subaru_usa.",5436,29,0.076642336,0.916058394,0.003649635,0.003649635,0.991758242,0.002747253,0.002747253,0.002747253
110,https://www.instagram.com/p/CVqMe5bvDBa/,Plant Leg People in nature Sleeve Grass Leisure Tints and shades Electric blue Happy Knee,"No need to break the bank. Get everyone on your list something awesome from our Best Gifts for Less Than $50 gift guide (link in our bio). We've got multi-tools, headlamps, apparel, a plush sleeping pad and more.",2172,16,0.679104478,0.305970149,0.007462687,0.007462687,0.004098361,0.004098361,0.987704918,0.004098361
111,https://www.instagram.com/p/CVx4ZVrsTBP/,Smile People in nature Snow Tree Natural environment Outdoor recreation Plant Recreation Forest Freezing,"Is this the fall content you've been waiting for?! ❄️ 🥾 We're back with four new REI Co-op Editors' Choice Award-winning products, including the best poles of all time. 👆 Click the link in our bio to check out the goods.",1333,9,0.007462687,0.380597015,0.007462687,0.604477612,0.004273504,0.004273504,0.517094017,0.474358974
